UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
459000,2,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",17145,"R",17145,"R",17145,"R",17145,"R",2750,"R",2750,"R",2750,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7031,"R",7385,"R",7547,"R",7805,"R",6235,"R",6547,"R",6966,"R",7203,"R",6235,"R",6547,"R",6966,"R",7203,"12.0413","R",3750,"R",499,"R",300,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459019,1,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",19260,"R",19260,"R",19260,"R",19260,"R",2750,"R",2750,"R",2750,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7557,"R",7944,"R",8181,"R",8493,"R",6708,"R",7041,"R",7547,"R",7837,"R",6708,"R",7041,"R",7547,"R",7837,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459046,1,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",19260,"R",19260,"R",19260,"R",19260,"R",2750,"R",2750,"R",2750,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7557,"R",7944,"R",8181,"R",8493,"R",6708,"R",7041,"R",7547,"R",7837,"R",6708,"R",7041,"R",7547,"R",7837,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459055,1,"12.0401","A",.,"A",.,"R",1200,1,"R",9,"R",35,"R",900,"R",26,"R",16320,"R",16320,"R",16320,"R",16320,"R",2750,"R",2750,"R",2750,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6151,"R",6466,"R",6659,"R",6913,"R",5460,"R",5731,"R",6143,"R",6379,"R",5460,"R",5731,"R",6143,"R",6379,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459064,1,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",19260,"R",19260,"R",19260,"R",19260,"R",2750,"R",2750,"R",2750,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7557,"R",7944,"R",8181,"R",8493,"R",6708,"R",7041,"R",7547,"R",7837,"R",6708,"R",7041,"R",7547,"R",7837,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459116,2,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",46,"R",900,"R",26,"R",17630,"R",17630,"R",17630,"R",18000,"R",1885,"R",1885,"R",2048,"R",2064,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13191,"R",15893,"R",10661,"R",14743,"R",6509,"R",8280,"R",6072,"R",5313,"R",3140,"R",3117,"R",3726,"R",3784,"12.0413","R",4758,"R",243,"R",350,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459125,3,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",52,"R",900,"R",34,"R",19000,"R",19100,"R",19000,"R",19000,"R",900,"R",900,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10530,"R",10530,"R",10530,"R",10530,"R",2600,"R",2600,"R",2600,"R",2600,"R",2600,"R",2600,"R",2600,"R",2600,"12.0409","R",8000,"R",1500,"R",600,1,"R",6,"12.0410","R",8000,"R",1500,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459170,4,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",48,"R",900,"R",26,"R",15240,"R",18000,"R",18000,"R",18000,"R",3238,"R",3238,"R",3238,"R",3238,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4980,"R",4980,"R",4980,"R",4980,"R",2208,"R",2208,"R",2208,"R",2208,"R",1536,"R",1536,"R",1536,"R",1536,"12.0402","R",16875,"R",3398,"R",1500,1,"R",12,"12.0409","R",8121,"R",2674,"R",600,1,"R",4,"12.0410","R",7500,"R",1890,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459189,3,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",52,"R",900,"R",33,"R",13600,"R",14000,"R",16100,"R",16100,"R",3672,"R",3672,"R",1572,"R",1572,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5122,"R",5122,"R",21788,"R",21788,"R",780,"R",780,"R",7618,"R",7618,"R",780,"R",780,"R",19435,"R",19435,"12.0410","R",1518,"R",550,"R",400,1,"R",3,"12.0409","R",7073,"R",1385,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459198,3,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",46,"R",900,"R",26,"R",17000,"R",17000,"R",17000,"R",17000,"R",2102,"R",2102,"R",2250,"R",2402,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12098,"R",13225,"R",18021,"R",18400,"R",7429,"R",8821,"R",10362,"R",11213,"R",2289,"R",3830,"R",5992,"R",5681,"12.0401","R",18071,"R",4219,"R",1700,1,"R",13,"12.0402","R",15945,"R",1692,"R",1500,1,"R",11,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459213,15,"51.3901","A",.,"A",.,"R",1570,1,"R",13,"R",52,"R",900,"R",26,"R",31519,"R",31519,"R",32348,"R",34919,"R",1150,"R",1475,"R",1598,"R",400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",20163,"R",21294,"R",22776,"R",23413,"R",7709,"R",9308,"R",9906,"R",9828,"R",7709,"R",8502,"R",9048,"R",9828,"51.0910","R",58133,"R",375,"R",2386,1,"R",24,"51.0801","R",14739,"R",225,"R",45,2,"R",9,"51.0920","R",48843,"R",425,"R",1886,1,"R",18,"51.3901","R",16498,"R",175,"R",91,2,"R",8,"51.3801","R",90690,"R",575,"R",80,2,"R",23,
459231,2,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",46,"R",900,"R",26,"R",19840,"R",20340,"R",20340,"R",20742,"R",3402,"R",3685,"R",3685,"R",3383,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",20781,"R",22989,"R",20194,"R",9545,"R",11466,"R",10523,"R",12305,"R",11098,"R",8637,"R",8786,"R",7452,"R",9545,"12.0402","R",19059,"R",1731,"R",1500,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459277,5,"12.0401","A",.,"A",.,"R",1500,1,"R",14,"R",56,"R",900,"R",33,"R",20200,"R",20000,"R",20000,"R",20000,"R",2500,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15582,"R",17864,"R",23492,"R",23758,"R",7616,"R",8372,"R",7924,"R",8050,"R",6524,"R",6328,"R",6958,"R",6524,"12.0402","R",15000,"R",2500,"R",1500,1,"R",14,"12.0407","R",12000,"R",2500,"R",1200,1,"R",12,"51.3501","R",10000,"R",1800,"R",600,1,"R",6,"12.0409","R",10500,"R",1800,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459286,5,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",15600,"R",15600,"R",17025,"R",17025,"R",2800,"R",2800,"R",2875,"R",2875,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",22962,"R",17383,"R",19544,"R",18114,"R",7299,"R",6697,"R",9095,"R",7794,"R",3666,"R",4150,"R",5440,"R",3451,"12.0407","R",13620,"R",2875,"R",1200,1,"R",9,"12.0402","R",17025,"R",2875,"R",1500,1,"R",11,"12.0409","R",8000,"R",1500,"R",600,1,"R",5,"12.0410","R",8000,"R",1500,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459295,4,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",45,"R",900,"R",26,"R",18200,"R",16200,"R",16200,"R",15300,"R",2064,"R",2090,"R",2090,"R",2090,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10519,"R",10845,"R",13039,"R",12049,"R",5400,"R",6953,"R",8224,"R",7841,"R",2464,"R",4961,"R",3780,"R",3825,"12.0409","R",7100,"R",1403,"R",600,1,"R",5,"12.0410","R",5100,"R",1052,"R",600,1,"R",8,"12.0402","R",15300,"R",2345,"R",1500,1,"R",11,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459301,4,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",14900,"R",14900,"R",14900,"R",16200,"R",3100,"R",3100,"R",3100,"R",2100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15018,"R",12427,"R",12416,"R",21500,"R",5139,"R",8761,"R",7127,"R",11331,"R",4365,"R",4601,"R",5171,"R",4762,"12.0406","R",2100,"R",1050,"R",96,1,"R",1,"12.0413","R",4013,"R",288,"R",250,1,"R",2,"12.0413","R",6013,"R",288,"R",500,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459329,13,"12.0401","A",.,"A",.,"R",1200,1,"R",9,"R",36,"R",900,"R",36,"R",4768,"R",4938,"R",4967,"R",4979,"R",111,"R",111,"R",111,"R",115,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5499,"R",5499,"R",6363,"R",6525,"R",2250,"R",2250,"R",2844,"R",2727,"R",2250,"R",2250,"R",2844,"R",2340,"47.0604","R",6897,"R",1372,"R",1800,1,"R",24,"46.0302","R",4636,"R",1126,"R",1200,1,"R",12,"15.0501","R",5013,"R",328,"R",1350,1,"R",14,"47.0616","R",4997,"R",259,"R",1350,1,"R",14,"12.0503","R",4516,"R",253,"R",1200,1,"R",12,
459347,2,"12.0401","A",.,"A",.,"R",1200,1,"R",10,"R",40,"R",900,"R",34,"R",15402,"R",15227,"R",15227,"R",15975,"R",2223,"R",2223,"R",2223,"R",2428,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8480,"R",8480,"R",8660,"R",8820,"R",4290,"R",4180,"R",4260,"R",4440,"R",4180,"R",4290,"R",4380,"R",4440,"12.0408","R",5295,"R",1475,"R",310,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459374,3,"12.0409","A",.,"A",.,"R",750,1,"R",6,"R",23,"R",900,"R",28,"R",15950,"R",15450,"R",15400,"R",15900,"R",450,"R",450,"R",450,"R",450,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6101,"R",6204,"R",6544,"R",6544,"R",868,"R",949,"R",1127,"R",1127,"R",822,"R",920,"R",1087,"R",1087,"51.3501","R",11045,"R",1005,"R",650,1,"R",7,"12.0413","R",7950,"R",0,"R",750,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459392,3,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",45,"R",900,"R",26,"R",15390,"R",15950,"R",16400,"R",16950,"R",2300,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9281,"R",7718,"R",7718,"R",7718,"R",4579,"R",4703,"R",4703,"R",4703,"R",4579,"R",3881,"R",4703,"R",4703,"12.0409","R",10275,"R",2500,"R",700,1,"R",8,"12.0410","R",4500,"R",1000,"R",450,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459408,2,"51.3999","A",.,"A",.,"R",1080,1,"R",10,"R",40,"R",900,"R",32,"R",7295,"R",7545,"R",7817,"R",13465,"R",1100,"R",1100,"R",1100,"R",1100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12800,"R",13950,"R",14520,"R",14520,"R",4690,"R",4810,"R",5390,"R",5390,"R",4690,"R",4810,"R",5390,"R",5390,"12.0401","R",9290,"R",1000,"R",1000,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459426,4,"12.0401","A",.,"A",.,"R",1550,1,"R",11,"R",44,"R",910,"R",26,"R",15500,"R",16350,"R",16350,"R",20150,"R",3300,"R",3300,"R",3350,"R",3350,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9493,"R",9460,"R",9460,"R",9460,"R",10791,"R",9075,"R",9306,"R",9273,"R",10791,"R",9075,"R",9306,"R",9273,"12.0409","R",9850,"R",3300,"R",600,1,"R",4,"12.0414","R",19300,"R",4500,"R",1100,1,"R",8,"12.0410","R",4350,"R",1650,"R",350,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459462,1,"10.0203","A",.,"A",.,"R",900,1,"R",9,"R",36,"R",900,"R",36,"R",22400,"R",23479,"R",23339,"R",23339,"R",4000,"R",620,"R",1000,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13113,"R",17847,"R",17847,"R",17847,"R",4167,"R",5553,"R",5553,"R",5553,"R",657,"R",5553,"R",5553,"R",5553,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459499,3,"51.3501","A",.,"A",.,"R",740,1,"R",8,"R",30,"R",899,"R",40,"R",12100,"R",12100,"R",12999,"R",12999,"R",330,"R",350,"R",455,"R",500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3750,"R",3750,"R",3750,"R",3750,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"12.0409","R",10400,"R",675,"R",630,1,"R",6,"51.3501","R",15919,"R",500,"R",899,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459514,4,"51.0801","A",.,"A",.,"R",51,2,"R",9,"R",36,"R",36,"R",36,"R",13225,"R",13225,"R",14425,"R",14425,"R",475,"R",475,"R",475,"R",475,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9918,"R",10098,"R",10323,"R",10539,"R",6462,"R",6579,"R",6723,"R",6867,"R",4986,"R",5076,"R",4707,"R",4806,"51.0713","R",14425,"R",475,"R",56,2,"R",9,"11.0103","R",14265,"R",635,"R",58,2,"R",9,"22.0302","R",24900,"R",900,"R",105,2,"R",15,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459523,4,"12.0410","A",.,"A",.,"R",600,1,"R",5,"R",20,"R",900,"R",30,"R",3947,"R",4063,"R",4130,"R",4230,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3000,"R",3000,"R",3000,"R",3000,"R",1500,"R",1500,"R",1500,"R",1500,"R",1500,"R",1500,"R",1500,"R",1500,"12.0401","R",10325,"R",0,"R",1000,1,"R",8,"12.0408","R",5163,"R",0,"R",750,1,"R",6,"12.0413","R",5163,"R",0,"R",750,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459532,3,"12.0401","A",.,"A",.,"R",1000,1,"R",7,"R",29,"R",900,"R",26,"R",18375,"R",18375,"R",18375,"R",12100,"R",2900,"R",2900,"R",3100,"R",2250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5525,"R",7816,"R",8468,"R",13833,"R",3139,"R",3719,"R",3719,"R",5981,"R",3139,"R",1892,"R",2538,"R",5981,"12.0408","R",10500,"R",1850,"R",750,1,"R",6,"12.0413","R",8000,"R",365,"R",750,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459541,1,"12.0401","A",.,"A",.,"R",1600,1,"R",11,"R",45,"R",900,"R",26,"R",15000,"R",15000,"R",15000,"R",15000,"R",1700,"R",1700,"R",1700,"R",1700,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8438,"R",8438,"R",8438,"R",8438,"R",1688,"R",1688,"R",1688,"R",1688,"R",1688,"R",1688,"R",1688,"R",1688,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459550,3,"12.0401","A",.,"A",.,"R",1800,1,"R",14,"R",56,"R",900,"R",26,"R",17000,"R",17200,"R",17200,"R",17200,"R",2000,"R",2225,"R",2300,"R",2400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14728,"R",27762,"R",27762,"R",31430,"R",9912,"R",12222,"R",12222,"R",10850,"R",9072,"R",10934,"R",10934,"R",10262,"12.0409","R",12100,"R",2400,"R",750,1,"R",6,"12.0413","R",4700,"R",350,"R",500,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459578,2,"12.0401","A",.,"A",.,"R",1550,1,"R",14,"R",55,"R",900,"R",26,"R",16000,"R",16000,"R",17553,"R",17553,"R",2500,"R",3300,"R",1837,"R",1837,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16239,"R",17504,"R",17930,"R",21024,"R",9969,"R",8828,"R",9749,"R",10533,"R",5019,"R",7975,"R",5046,"R",10849,"12.0402","R",11568,"R",1821,"R",1000,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
459958,7,"51.0801","A",.,"A",.,"R",36,2,"R",9,"R",36,"R",36,"R",36,"R",14664,"R",14886,"R",15058,"R",15342,"R",942,"R",978,"R",754,"R",625,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8550,"R",9495,"R",6300,"R",6525,"R",6849,"R",7767,"R",6480,"R",6750,"R",5364,"R",1440,"R",2691,"R",2790,"47.0201","R",17937,"R",1265,"R",48,2,"R",12,"51.0601","R",18889,"R",984,"R",48,2,"R",12,"51.1012","R",16082,"R",601,"R",36,2,"R",9,"51.0714","R",18028,"R",1064,"R",48,2,"R",12,"51.0909","R",31703,"R",989,"R",72,2,"R",18,
459967,10,"51.0801","A",.,"A",.,"R",978,1,"R",9,"R",36,"R",978,"R",36,"R",16800,"R",16800,"R",16800,"R",16800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8046,"R",8226,"R",8226,"R",8226,"R",4203,"R",4257,"R",4257,"R",4257,"R",4203,"R",4257,"R",4257,"R",4257,"46.0302","R",13350,"A",.,"R",720,1,"R",7,"12.0401","R",17450,"A",.,"R",1500,1,"R",12,"51.0805","R",16650,"A",.,"R",848,1,"R",8,"52.0302","R",16050,"A",.,"R",806,1,"R",8,"51.0713","R",16550,"A",.,"R",926,1,"R",9,
459985,7,"51.0801","A",.,"A",.,"R",978,1,"R",9,"R",36,"R",978,"R",36,"R",16800,"R",16800,"R",16800,"R",16800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8046,"R",8226,"R",8226,"R",8226,"R",5580,"R",5040,"R",5040,"R",5040,"R",5580,"R",5040,"R",5040,"R",5040,"48.0508","R",13350,"A",.,"R",700,1,"R",7,"51.0713","R",16550,"A",.,"R",926,1,"R",9,"15.0501","R",20025,"A",.,"R",942,1,"R",9,"52.0302","R",16050,"A",.,"R",806,1,"R",8,"52.0408","R",16050,"A",.,"R",806,1,"R",8,
460011,3,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",17225,"R",17225,"R",17300,"R",17300,"R",2587,"R",2587,"R",2587,"R",2587,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13250,"R",13925,"R",14338,"R",14950,"R",7250,"R",7625,"R",8550,"R",8913,"R",4863,"R",5100,"R",5725,"R",5975,"12.0409","R",7900,"R",1995,"R",600,1,"R",5,"12.0413","R",7883,"R",165,"R",750,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460093,4,"51.0801","A",.,"A",.,"R",45,2,"R",8,"R",30,"R",36,"R",30,"R",15740,"R",15740,"R",15990,"R",15990,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8138,"R",8580,"R",8618,"R",8790,"R",4200,"R",4485,"R",4523,"R",4545,"R",3698,"R",3780,"R",3855,"R",3953,"51.0714","R",15990,"R",0,"R",51,2,"R",8,"51.0805","R",14990,"R",0,"R",67,2,"R",9,"51.0601","R",15990,"R",0,"R",51,2,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460109,5,"51.0801","A",.,"A",.,"R",45,2,"R",8,"R",30,"R",36,"R",30,"R",15740,"R",15740,"R",15990,"R",15990,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8138,"R",8580,"R",8618,"R",8790,"R",4223,"R",4485,"R",4523,"R",4545,"R",3698,"R",3780,"R",3855,"R",3953,"51.0601","R",15990,"R",0,"R",51,2,"R",9,"51.0714","R",15990,"R",0,"R",52,2,"R",8,"51.0805","R",14990,"R",0,"R",67,2,"R",9,"51.0801","R",10950,"R",0,"R",105,2,"R",18,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
460118,4,"51.0801","A",.,"A",.,"R",45,2,"R",8,"R",30,"R",36,"R",30,"R",15740,"R",15740,"R",15990,"R",15990,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8138,"R",8580,"R",8618,"R",8790,"R",4200,"R",4485,"R",4523,"R",4545,"R",3698,"R",3780,"R",3855,"R",3953,"51.0601","R",15990,"R",0,"R",51,2,"R",9,"51.0714","R",15990,"R",0,"R",52,2,"R",8,"51.0805","R",14990,"R",0,"R",67,2,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
